Reading List ID,Google Books ID,Apple Books ID,ISBN-13,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
437894E9-A834-443C-B03D-F99967BBE96D,M0U5tAEACAAJ,,9780465043576,The Misbehavior of Markets,A Fractal View of Financial Turbulence,"Mandelbrot, Benoit; Hudson, Richard L.",276,,Basic Books,"Mathematical superstar and inventor of fractal geometry, Benoit Mandelbrot, has spent the past forty years studying the underlying mathematics of space and natural patterns. What many of his followers don't realize is that he has also been watching patterns of market change. In The (Mis)Behavior of Markets, Mandelbrot joins with science journalist and former Wall Street Journal editor Richard L. Hudson to reveal what a fractal view of the world of finance looks like. The result is a revolutionary reevaluation of the standard tools and models of modern financial theory. Markets, we learn, are far riskier than we have wanted to believe. From the gyrations of IBM's stock price and the Dow, to cotton trading, and the dollar-Euro exchange rate--Mandelbrot shows that the world of finance can be understood in more accurate, and volatile, terms than the tired theories of yesteryear.The ability to simplify the complex has made Mandelbrot one of the century's most influential mathematicians. With The (Mis)Behavior of Markets, he puts the tools of higher mathematics into the hands of every person involved with markets, from financial analysts to economists to 401(k) holders. Markets will never be seen as ""safe bets"" again.",Business & Economics; Corporate Finance; Mathematics; Statistics,en,2024-03-09,,2024-05-01,,,,3.0,"This book was pretty much Mandelbrot applying fractal geometry to SDEs which was interesting for me in particular as I took a course in SDEs while I read this. The main idea of the book was that modelling the market as a Brownian Motion is overly simplistic and does not accurately model the long tailed nature of the market, making models built on this assumption vulnerable to the volatile nature of markets. Mandelbrot goes on to provide examples of fractals being manifesting in real-world rock formation, tides, etc. to give some intuition on their applications. He finishes the book by explaining in more detail how fractals are applied specifically in financial markets and how using this model we can make better assumptions.

Finance is no science. Everyone uses their own models, and a lot of the time they’re very speculative and are built on very grossly oversimplified assumptions of how markets behave. Mandelbrot asserts that his model does something others don’t, which is that it restates the initial assumptions of how markets behave. The main differences exists in how standard Brownian motion is independent and normally distributed. Mandelbrot’s model states that actually financial markets demonstrate some long-term dependence as well as varying distributions which have longer tails than Gaussian ones. He introduces the concept of the Hurst exponent, H and alpha, ⍺ where the former describes the long-term dependence and the latter describes the fatness of the tails. This more generalized form allows us more flexibility when modelling markets as say a FOREX market may be different than a commodities market.

Overall I found the book to be interesting but I think it’s just a 12-page paper drawn out to be 276 pages in a more high-level novel. For business people, it should be cool to read but for a math student maybe less cool and perhaps I could have just read some scientific literature to get a more low-level understanding of how this idea looks in practice.",Bookshelf (8)
D7B4CBE5-8DB9-4E62-A525-0F583A2F5D24,oXLFEAAAQBAJ,,9780593731383,Read Write Own,Building the Next Era of the Internet,"Dixon, Chris",230,,Random House Publishing Group,"NEW YORK TIMES BESTSELLER • A potent exploration of the power of blockchains to reshape the future of the internet—and how that affects us all—from influential technology entrepreneur and startup investor Chris Dixon
 
“A must for anyone who wants to better understand the real potential of blockchains and web3.”—Robert Iger, CEO, Disney
 
“A compelling vision of where the internet should go and how to get there.”—Sam Altman, co-founder, OpenAI

The internet of today is a far cry from its early promise of a decentralized, democratic network of innovation, connection, and freedom. In the past decade, it has fallen almost entirely under the control of a very small group of companies like Apple, Google, and Facebook. In Read Write Own, tech visionary Chris Dixon argues that the dream of an open network for fostering creativity and entrepreneurship doesn’t have to die and can, in fact, be saved with blockchain networks. He separates this movement, which aims to provide a solid foundation for everything from social networks to artificial intelligence to virtual worlds, from cryptocurrency speculation—a distinction he calls “the computer vs. the casino.”

With lucid and compelling prose—drawing from a twenty-five-year career in the software industry—Dixon shows how the internet has undergone three distinct eras, bringing us to the critical moment we’re in today. The first was the “read” era, in which early networks democratized information. In the “read-write” era, corporate networks democratized publishing. We are now in the midst of the “read-write-own” era, sometimes called web3, in which blockchain networks are granting power and economic benefits to communities of users, not just corporations.

Read Write Own is a must-read for anyone—internet users, business leaders, creators, entrepreneurs—who wants to understand where we’ve been and where we’re going. It provides a vision for a better internet and a playbook to navigate and build the future.",Blockchain; Business & Economics; Computers; Computers & Information Technology; Industries; Internet,en,2024-05-05,,2024-05-12,,,,,,
E2BB8BCB-F315-4D26-9034-1DDADFC31853,L61oDwAAQBAJ,,9781101947906,Exhalation,Stories,"Chiang, Ted",339,,Knopf Doubleday Publishing Group,"NATIONAL BESTSELLER • ONE OF THE NEW YORK TIMES BEST BOOKS OF THE YEAR • Nine stunningly original, provocative, and poignant stories—two published for the very first time—all from the mind of the incomparable author of Stories of Your Life and Others

Tackling some of humanity’s oldest questions along with new quandaries only he could imagine, these stories will change the way you think, feel, and see the world. They are Ted Chiang at his best: profound, sympathetic, revelatory.

Ted Chiang tackles some of humanity’s oldest questions along with new quandaries only he could imagine.

In “The Merchant and the Alchemist’s Gate,” a portal through time forces a fabric seller in ancient Baghdad to grapple with past mistakes and second chances. In “Exhalation,” an alien scientist makes a shocking discovery with ramifications that are literally universal. In “Anxiety Is the Dizziness of Freedom,” the ability to glimpse into alternate universes necessitates a radically new examination of the concepts of choice and free will.",Collections & Anthologies; Fiction; Literary; Science Fiction; Short Stories (single author),en,2024-05-12,,2024-05-20,,,,,"This is a compilation of short stories, I don’t want to discuss all of them but one that particularly resonated with me was *The Truth of Fact, The Truth of Feeling*.

This story is a dual narrative, where the narrator seems to be writing some sort of blog post in a near-future where a product called Remem is about to be introduced that constantly records your day and is always running, bringing up memories you mention or query for in the corner of your sight, like a Apple Vision Pro. 

The writer begins by writing about the virtues of organic memory and has a clear stance against the technology, arguing that it will remove the romance, nostalgia, and story of our memories. He cites marital feuds on who’s right vs. wrong as a type of issue this technology exacerbates.

Concurrently with this narrative we are taken back to the early 1940s where we are observing the Shangev tribe of the Tiv people in Nigeria. This part of the story follows a young boy named Jijingi who through a preacher named Moseby, discovers the power of writing. 

This story resonated with me because of the various ideas it presents without giving a full opinion on. Memory is an interesting subject, my earliest memory was as a child (probably 4/5 years old) in my townhouse with my family on my birthday and my dad coming in from work with a poster of Dash (character from the Incredibles). This memory is so heartwarming to me, the innocent happiness I recall feeling, the youth and energy of my family, who at the time were relative newcomers to the country. The story argues that a memory like this (which is probably artificially reconstructed at this point) is better left as an organic memory. If I had a live feed of it would I still feel the same warmth that I do now? Perhaps conversely, seeing it in finer detail would provide me with more to grasp onto and give me more to look back with love and nostalgia? 

I think this is an interesting thing to consider because I think we partially already deal with this issue to a degree presently with the prevalence of smartphone cameras and the nature in which people document such events so commonly today. 

We then get presented with a strong counter argument which is that our memories are very unreliable. We commonly look back on situations with a nostalgic lens which we can safely argue is not very harmful; we also tend to look back on some disputes with less intensity than we felt in the moment. This is what the narrator argues allows us to move past arguments after the fact, and they cite that perhaps if they had a running highlight reel of their arguments with their daughter, perhaps they would find it more difficult to move past these disputes. 

They then decide to try Remem and look through their arguments with their daughter to give a fair two-sided account of their argument. Essentially, their organic memory failed them and gave them a much rosier account with their relationship with their daughter. Pretty much they recall themselves more as a martyr and really what happened was that they emotionally abused their daughter. This causes the narrator to really reevaluate what they think of themself as a father but also on the utility of Remem as a technology. If it weren’t for Remem they would have continued their life in ignorance without fully understanding how they negatively affected their daughter. This technology enabled them to see things more clearly and take more accountability for their actions. 

Overall, this story shows how we as a humans tend to romanticize our lives. We tend to experience increased juvenoia as we age and discount the utility that certain technologies have despite how they upend certain foundational experiences. This story pretty much says that these technologies are a lot more grey than black or white in their impact. Social media is great because it connects us with family, introduces us to new friends, and helps us find community. It also is very dangerous to youth and can cause psychological problems. It is both good and bad, but if one mindfully uses it with the intent of extracting as much good and staying away from the bad it can be a very beneficial technology, just like how Remem itself could be too. I personally know many strong headed people that will remember certain events through their own rose-tinted glasses that could benefit immensely from such a technology, heck even I could use it as I am particularly stubborn on certain events/arguments.",Bookshelf (22); Science Fiction (2)
2F65F8AD-65D0-489A-8195-942EA9EB9601,RzrKSQAACAAJ,,9781449389550,Hackers & Painters,Big Ideas from the Computer Age,"Graham, Paul",221,,O'Reilly,"""The computer world is like an intellectual Wild West, in which you can shoot anyone you wish with your ideas, if you're willing to risk the consequences. "" --from Hackers & Painters: Big Ideas from the Computer Age, by Paul Graham

We are living in the computer age, in a world increasingly designed and engineered by computer programmers and software designers, by people who call themselves hackers. Who are these people, what motivates them, and why should you care?

Consider these facts: Everything around us is turning into computers. Your typewriter is gone, replaced by a computer. Your phone has turned into a computer. So has your camera. Soon your TV will. Your car was not only designed on computers, but has more processing power in it than a room-sized mainframe did in 1970. Letters, encyclopedias, newspapers, and even your local store are being replaced by the Internet.

Hackers & Painters: Big Ideas from the Computer Age, by Paul Graham, explains this world and the motivations of the people who occupy it. In clear, thoughtful prose that draws on illuminating historical examples, Graham takes readers on an unflinching exploration into what he calls ""an intellectual Wild West.""

The ideas discussed in this book will have a powerful and lasting impact on how we think, how we work, how we develop technology, and how we live. Topics include the importance of beauty in software design, how to make wealth, heresy and free speech, the programming language renaissance, the open-source movement, digital design, internet startups, and more.",Algorithms; Computer Science; Computers; Data Science; Information Technology; Information Theory; Internet; Linux; Networking; Operating Systems; Programming; Security; Social Aspects,en,2024-05-20,,2024-05-30,,,,3.5,"This book is a compilation of essays by the man himself. The first half of the book was not really my cup of tea as it covered subjects like nerds and high school as well as the very outdated claims on web apps being the next big thing (spoiler alert they were). So I powered through this part of the book to arrive at the more relevant and thought provoking second half. Here I sat through PG preach about Lisp, a high-level programming language. While at first I was quite skeptical of his claims, by the end of the book I was wholeheartedly convinced I needed to at least give it a go and try it for myself. Other ideas I appreciated was the parallel drawn between hackers and painters (as demonstrated in the title) and the clear distinction between hackers and computer scientists (something I only subconsciously noticed before). 

Also really loved his repugnance for Java, that language can rot in hell.",Bookshelf (24)
E8004447-131B-4D23-835A-29B80BA929DC,XWN-zwEACAAJ,,9781953953230,Poor Charlie's Almanack,The Essential Wit and Wisdom of Charles T. Munger,"Munger, Charles T.",351,,Stripe Matter Incorporated,"From the legendary vice-chairman of Berkshire Hathaway, lessons in investment strategy, philanthropy, and living a rational and ethical life.



""A timeless classic that will change how you approach life. There is a billion-dollar education inside this book.""

--Shane Parrish, founder of Syrus Partners and Farnam Street




""Spend each day trying to be a little wiser than you were when you woke up,"" Charles T. Munger advises in Poor Charlie's Almanack. Originally published in 2005, this compendium of eleven talks delivered by the legendary Berkshire Hathaway vice-chairman between 1986 and 2007 has become a touchstone for a generation of investors and entrepreneurs seeking to absorb the enduring wit and wisdom of one of the great minds of the 20th and 21st centuries.


Edited by Peter D. Kaufman, chairman and CEO of Glenair and longtime friend of Charlie Munger--whom he calls ""this generation's answer to Benjamin Franklin""--this abridged Stripe Press edition of Poor Charlie's Almanack features a brand-new foreword by Stripe cofounder John Collison.




Poor Charlie's Almanack draws on Munger's encyclopedic knowledge of business, finance, history, philosophy, physics, and ethics--and more besides--to introduce the latticework of mental models that underpin his rational and rigorous approach to life, learning, and decision-making. Delivered with Munger's characteristic sharp wit and rhetorical flair, it is an essential volume for any reader seeking to go to bed a little wiser than when they woke up.",Biography & Autobiography; Business; Business & Economics; Finance; Investments & Securities; Reference; Wealth Management,en,2024-06-02,,2024-06-19,,,,4.0,"Lessons:
- Invert, always invert
- Create a multidisciplinary latticework of knowledge
- Pilot’s checklist
- Understanding human psychology
- Second-order and higher order effects

Overall, a very inspiring read with my main takeaway being that there’s wisdom to be extracted from every specialty.",
465162F2-873F-473F-9E12-A42410AC0DD4,FYeMEAAAQBAJ,,9780141018812,Great Ideas On the Shortness of Life,,Seneca,106,,Penguin UK,"Timeless advice on the art of living well, from the celebrated Penguin Great Ideas series

The writings of the ancient Roman philosopher Seneca offer powerful insights into stoicism, morality and the importance of reason, and continue to provide profound guidance to many through their eloquence, lucidity and wisdom.

Throughout history, some books have changed the world. They have transformed the way we see ourselves - and each other. They have inspired debate, dissent, war and revolution. They have enlightened, outraged, provoked and comforted. They have enriched lives - and destroyed them. The Penguin Great Ideas series brings you the works of the great thinkers, pioneers, radicals and visionaries whose ideas shook civilization, and helped make us who we are.",Essays; Philosophy,en,2024-06-19,,2024-06-26,,,,3.5,,
BCDC57B5-D2E8-4AFA-8594-367BA7D8E3C9,1FuNEAAAQBAJ,,9780393352979,The Vital Question,,"Lane, Nick",290,,WW Norton,"“One of the deepest, most illuminating books about the history of life to have been published in recent years.” —The Economist 


The Earth teems with life: in its oceans, forests, skies and cities. Yet there’s a black hole at the heart of biology. We do not know why complex life is the way it is, or, for that matter, how life first began. In The Vital Question, award-winning author and biochemist Nick Lane radically reframes evolutionary history, putting forward a solution to conundrums that have puzzled generations of scientists.

For two and a half billion years, from the very origins of life, single-celled organisms such as bacteria evolved without changing their basic form. Then, on just one occasion in four billion years, they made the jump to complexity. All complex life, from mushrooms to man, shares puzzling features, such as sex, which are unknown in bacteria. How and why did this radical transformation happen?

The answer, Lane argues, lies in energy: all life on Earth lives off a voltage with the strength of a lightning bolt. Building on the pillars of evolutionary theory, Lane’s hypothesis draws on cutting-edge research into the link between energy and cell biology, in order to deliver a compelling account of evolution from the very origins of life to the emergence of multicellular organisms, while offering deep insights into our own lives and deaths.

Both rigorous and enchanting, The Vital Question provides a solution to life’s vital question: why are we as we are, and indeed, why are we here at all?",Evolution; Life Sciences; Science,en,2024-06-26,,2024-08-01,,,,4.0,Very interesting book. This one took me a while and that’s because I feel it goes through a bit of a lull halfway through. I definitely would like to come back to this one in the future as it really gives an all-encompassing view to life and its origins which is a naturally interesting topic to explore.,
7A4A07E7-7B8A-45B5-93B7-AE727A735C8F,,541673844,9781439170199,The Lessons of History,,"Durant, Will",102,,,"A concise survey of the culture and civilization of mankind, The Lessons of History is the result of a lifetime of research from Pulitzer Prize–winning historians Will and Ariel Durant.

With their accessible compendium of philosophy and social progress, the Durants take us on a journey through history, exploring the possibilities and limitations of humanity over time. Juxtaposing the great lives, ideas, and accomplishments with cycles of war and conquest, the Durants reveal the towering themes of history and give meaning to our own.",History; Nonfiction; Philosophy; World History,,2024-08-01,,2024-08-06,,,,4.5,Loved it. As a “Rest is History” fan I’ve really found myself yearning for an education in history and this book helped spark more of that curiosity. I loved the commentary provided by the author and intend to revisit this one in the future.,
08ED25A1-40E6-42EA-BD34-047D9ADC6707,2pgNygEACAAJ,,9781501144325,Why We Sleep,Unlocking the Power of Sleep and Dreams,"Walker, Matthew",339,,Scribner,"“Why We Sleep is an important and fascinating book…Walker taught me a lot about this basic activity that every person on Earth needs. I suspect his book will do the same for you.” —Bill Gates

A New York Times bestseller and international sensation, this “stimulating and important book” (Financial Times) is a fascinating dive into the purpose and power of slumber.

With two appearances on CBS This Morning and Fresh Air's most popular interview of 2017, Matthew Walker has made abundantly clear that sleep is one of the most important but least understood aspects of our life. Until very recently, science had no answer to the question of why we sleep, or what good it served, or why we suffer such devastating health consequences when it is absent. Compared to the other basic drives in life—eating, drinking, and reproducing—the purpose of sleep remains more elusive.

Within the brain, sleep enriches a diversity of functions, including our ability to learn, memorize, and make logical decisions. It recalibrates our emotions, restocks our immune system, fine-tunes our metabolism, and regulates our appetite. Dreaming creates a virtual reality space in which the brain melds past and present knowledge, inspiring creativity.

In this “compelling and utterly convincing” (The Sunday Times) book, preeminent neuroscientist and sleep expert Matthew Walker provides a revolutionary exploration of sleep, examining how it affects every aspect of our physical and mental well-being. Charting the most cutting-edge scientific breakthroughs, and marshalling his decades of research and clinical practice, Walker explains how we can harness sleep to improve learning, mood and energy levels, regulate hormones, prevent cancer, Alzheimer’s and diabetes, slow the effects of aging, and increase longevity. He also provides actionable steps towards getting a better night’s sleep every night.

Clear-eyed, fascinating, and accessible, Why We Sleep is a crucial and illuminating book. Written with the precision of Atul Gawande, Andrew Solomon, and Sherwin Nuland, it is “recommended for night-table reading in the most pragmatic sense” (The New York Times Book Review).",Health & Fitness; Human Anatomy & Physiology; Life Sciences; Mental Health; Psychology; Science; Sleep,en,2024-08-07,,2024-09-26,,,,3.5,"Attempted to read this on my kindle but stopped a third of the way through. I will say, this book has a lot of interesting info but it’s a very breadth focused (which makes sense given its target audience!) but as a result you get stuck with some material which may bore you. Hence I loved like 50% of the chapter content but got really bored with certain other parts like the ones focused on disease. Still a very approachable read and one that i’ve taken ideas from and implemented into my own life.",
578286BF-3A3C-46FF-838F-4521FBB47493,4DAezgEACAAJ,,9781632062833,Mud Sweeter Than Honey,Voices of Communist Albania,"Rejmer, Margo",265,,Restless Books,"Winner of the Polityka Passport Award

Winner of the Kościelski Award

A revelatory oral history of the people who suffered, rebelled, and survived under the secretive dictatorship of Enver Hoxha in Albania, one of the twentieth century's most brutal and Kafkaesque regimes, from award-winning Polish journalist Margo Rejmer.

For nearly half a century Albania was held captive by one man. A cruel dictator with a deep paranoid streak, Enver Hoxha sealed the country's borders, severed alliances, and enacted a totalitarian regime of gulags and purges. Many thousands suffered and died in silence, a silence that lingers today: thirty years after the end of Hoxha's regime, its victims are still waiting for justice.

In Mud Sweeter than Honey, Albanians break the silence. Margo Rejmer spent years in Albania gathering interviews that shed light on the four decades of Hoxha's rule and virtually every walk of life: teachers and children, imprisoned and exiled writers, nuns and factory workers. She arranges the voices of her interlocutors into a chorus that bears witness to how ordinary people lived and died. We are immersed in desperate border crossings, prison revolts, and everyday struggles to make a living. We meet a writer who finds secret freedom in a tiny village library of banned books, overlooked by censors. We meet a man who still only speaks in a whisper, afraid of being overheard.

While Albanians endured surveillance, imprisonment, and torture under Hoxha, they also read books and fell in love, raised families and found ways to survive. In the tradition of Svetlana Alexievich, Mud Sweeter than Honey is our most vivid, intimate portrait available in English of this little-understood corner of Europe.",Biography & Autobiography; Eastern; Europe; European; History; Literary Collections; Russia; Social History,en,2024-09-26,,2024-10-08,,,,4.5,"A very gripping read. 

As an Albanian born and raised outside of it, I’ve only ever learned about Albanian culture and history through my parents and family. Recently, I’ve found myself more interested in learning more about what it is to be an Albanian. This has led me to listen to more of the music, attempt (half heartedly) to speak more of the language, and finally learn the history.

Consequently this led me to read this book, an account Enver Hoxha’s regime told through the perspective of the people who suffered through it. What you learn is that the citizens of Albania had to suffer though an Orwellian, suffocating, and crushing regime.

The stories are nothing short of heartbreaking and through the various accounts you as the reader start to see the common threads recurring through all the tales these people have to tell.

Overall, this book has not only illuminated the horrors Albanians had to endure to me but also the brutality of totalitarianism into how it infects every aspect of everyone’s life who’s affected by it. ",
CBF4FC26-BC3F-4A20-AE59-00C13834BA10,qBfRDQAAQBAJ,,9780465050659,The Design of Everyday Things,Revised and Expanded Edition,"Norman, Don",304,,Basic Books,"Even the smartest among us can feel inept as we fail to figure out which light switch or oven burner to turn on, or whether to push, pull, or slide a door. The fault, argues this ingenious—even liberating—book, lies not in ourselves, but in product design that ignores the needs of users and the principles of cognitive psychology. The problems range from ambiguous and hidden controls to arbitrary relationships between controls and functions, coupled with a lack of feedback or other assistance and unreasonable demands on memorization. The Design of Everyday Things shows that good, usable design is possible. The rules are simple: make things visible, exploit natural relationships that couple function and control, and make intelligent use of constraints. The goal: guide the user effortlessly to the right action on the right control at the right time.

In this entertaining and insightful analysis, cognitive scientist Don Norman hails excellence of design as the most important key to regaining the competitive edge in influencing consumer behavior. Now fully expanded and updated, with a new introduction by the author, The Design of Everyday Things is a powerful primer on how—and why—some products satisfy customers while others only frustrate them.",Applied Psychology; Business & Economics; Design; Industries; Product; Psychology; Retailing,en,2024-10-11,,2024-11-12,,,,,,
97303AD8-3A88-477C-879C-76247236B50E,w42MEAAAQBAJ,,9780141393049,Penguin Classics Nineteen Eighty Four,,"Orwell, George",368,,Penguin UK,"One of the BBC's '100 Novels That Shaped Our World'

'Who controls the past controls the future: who controls the present controls the past'

Hidden away in the Record Department of the sprawling Ministry of Truth, Winston Smith skilfully rewrites the past to suit the needs of the Party. Yet he inwardly rebels against the totalitarian world he lives in, which demands absolute obedience and controls him through the all-seeing telescreens and the watchful eye of Big Brother, symbolic head of the Party. In his longing for truth and liberty, Smith begins a secret love affair with a fellow-worker Julia, but soon discovers the true price of freedom is betrayal.

George Orwell's dystopian masterpiece, Nineteen Eighty-Four is perhaps the most pervasively influential book of the twentieth century.",Classics; Dystopian; Fiction; Literary,en,2024-11-12,,2024-12-15,,,,,,
0873AA3E-038A-42E2-8008-D999AF26A97C,6sGW0AEACAAJ,,9781382055444,A Christmas Carol,,"Dickens, Charles",86,,Oxford University Press,"Introduction by Neil Gaiman

This stunning Oxford Children's Classic edition is the perfect introduction to A Christmas Carol--the ultimate ghostly Christmas tale. Features bonus material including insights for readers, facts, activities and more . . .

Celebrate the true meaning of Christmas with Oxford Children's Classics.",Christmas & Advent; Classics; Ghost Stories; Holidays & Celebrations; Horror; Juvenile Fiction; Social Themes; Values & Virtues,en,2024-12-16,,2025-01-06,,,,,,
